事業所番号,サービスコード,BS,CF,uneiページURL
3171400512,150,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=3171400512-00&ServiceCd=150
3171400801,150,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=3171400801-00&ServiceCd=150
3171400959,220,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_008_unei=true&JigyosyoCd=3171400959-00&ServiceCd=220
3171400967,430,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_023_unei=true&JigyosyoCd=3171400967-00&ServiceCd=430
3171401031,110,有,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=3171401031-00&ServiceCd=110
3171401056,210,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_007_unei=true&JigyosyoCd=3171401056-00&ServiceCd=210
3171401098,430,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_023_unei=true&JigyosyoCd=3171401098-00&ServiceCd=430
3171401056,510,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_011_unei=true&JigyosyoCd=3171401056-00&ServiceCd=510
3171500105,170,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_006_unei=true&JigyosyoCd=3171500105-00&ServiceCd=170
3171500105,410,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_010_unei=true&JigyosyoCd=3171500105-00&ServiceCd=410
3171500378,430,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_023_unei=true&JigyosyoCd=3171500378-00&ServiceCd=430
3171500881,110,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=3171500881-00&ServiceCd=110
3171600277,210,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_007_unei=true&JigyosyoCd=3171600277-00&ServiceCd=210
3171600350,150,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=3171600350-00&ServiceCd=150
3171600376,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3171600376-00&ServiceCd=780
3171600434,220,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_008_unei=true&JigyosyoCd=3171600434-00&ServiceCd=220
3181400031,110,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=3181400031-00&ServiceCd=110
3190100218,720,有,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_025_unei=true&JigyosyoCd=3190100218-00&ServiceCd=720
3190100267,720,有,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_025_unei=true&JigyosyoCd=3190100267-00&ServiceCd=720
3190100309,730,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_021_unei=true&JigyosyoCd=3190100309-00&ServiceCd=730
3190100606,730,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_021_unei=true&JigyosyoCd=3190100606-00&ServiceCd=730
3190100754,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3190100754-00&ServiceCd=780
3190100747,320,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_022_unei=true&JigyosyoCd=3190100747-00&ServiceCd=320
3190100788,770,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_027_unei=true&JigyosyoCd=3190100788-00&ServiceCd=770
3190100879,320,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_022_unei=true&JigyosyoCd=3190100879-00&ServiceCd=320
3190200216,320,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_022_unei=true&JigyosyoCd=3190200216-00&ServiceCd=320
3190200208,760,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_026_unei=true&JigyosyoCd=3190200208-00&ServiceCd=760
3190200232,770,有,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_027_unei=true&JigyosyoCd=3190200232-00&ServiceCd=770
3190200323,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3190200323-00&ServiceCd=780
3190200539,730,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_021_unei=true&JigyosyoCd=3190200539-00&ServiceCd=730
3190200604,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3190200604-00&ServiceCd=780
3190200703,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3190200703-00&ServiceCd=780
3190200760,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3190200760-00&ServiceCd=780
3190200778,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3190200778-00&ServiceCd=780
3190200794,361,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_018_unei=true&JigyosyoCd=3190200794-00&ServiceCd=361
3190200802,320,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_022_unei=true&JigyosyoCd=3190200802-00&ServiceCd=320
3190400113,780,有,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3190400113-00&ServiceCd=780
3191100035,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3191100035-00&ServiceCd=780
3191200116,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3191200116-00&ServiceCd=780
3191200090,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3191200090-00&ServiceCd=780
3191400013,320,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_022_unei=true&JigyosyoCd=3191400013-00&ServiceCd=320
3191400013,720,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_025_unei=true&JigyosyoCd=3191400013-00&ServiceCd=720
3191400013,730,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_021_unei=true&JigyosyoCd=3191400013-00&ServiceCd=730
3191400096,730,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_021_unei=true&JigyosyoCd=3191400096-00&ServiceCd=730
3191400120,720,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_025_unei=true&JigyosyoCd=3191400120-00&ServiceCd=720
3191400161,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3191400161-00&ServiceCd=780
3191400187,780,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_028_unei=true&JigyosyoCd=3191400187-00&ServiceCd=780
31B0100056,551,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=31B0100056-00&ServiceCd=551
31B0300011,551,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=31B0300011-00&ServiceCd=551
31B0400019,550,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=31B0400019-00&ServiceCd=550
31B1500049,551,,,https://www.kaigokensaku.mhlw.go.jp/31/index.php?action_kouhyou_detail_001_unei=true&JigyosyoCd=31B1500049-00&ServiceCd=551
